      229    103,292467148        102,086692573        0,00000000000    
      230    101,176816029        165,619260811        0,00000000000    
      231    103,252982953        225,475960399        0,00000000000    
      232    101,435873061        284,738234516        0,00000000000    
      233    99,8495794198        341,795171170        0,00000000000    
      234    99,1977624363        395,425206705        0,00000000000    
      235    86,0734125382        445,394846478        0,00000000000    
      236    96,6532795552        498,858966617        0,00000000000    
      237    99,7546506794        546,303784347        0,00000000000    
      238    99,8972655933        601,308509645        0,00000000000    
      239    100,037706227        656,919694656        0,00000000000    
      240    101,012329185        714,021764012        0,00000000000    
      241    103,280898355        773,409419645        0,00000000000    
      242    101,545787625        833,467101528        0,00000000000    
      243    102,935449433        897,489488133        0,00000000000    
      244    165,433080633        903,945931630        0,00000000000    
      245    220,518452372        904,510426610        0,00000000000    
      246    277,218735477        898,656091674        0,00000000000    
      247    334,894923441        897,552096276        0,00000000000    
      248    395,423760910        900,803798863        0,00000000000    
      249    445,012378792        913,429118997        0,00000000000    
      250    498,858967114        903,350356692        0,00000000000    
      251    546,303136786        900,248240752        0,00000000000    
      252    601,307836907        900,105663940        0,00000000000    
      253    656,920010673        899,964566250        0,00000000000    
      254    714,022433200        898,989285754        0,00000000000    
      255    773,410044752        896,720153168        0,00000000000    
      256    833,467430114        898,455188251        0,00000000000    
      257    897,489284620        897,065877216        0,00000000000    
      258    903,945931630        834,566919367        0,00000000000    
      259    904,510588552        779,481521068        0,00000000000    
      260    898,656185968        722,781220060        0,00000000000    
      261    897,552223950        665,105007939        0,00000000000    
      262    900,803794349        604,576232676        0,00000000000    
      263    913,429115531        554,987616265        0,00000000000    
      264    903,350356692        501,141032886        0,00000000000    
      265    900,248228878        453,696859150        0,00000000000    
      266    900,105650503        398,692177147        0,00000000000    
      267    899,964557814        343,079999356        0,00000000000    
      268    898,989281842        285,977572210        0,00000000000    
      269    896,720151642        226,589957594        0,00000000000    
      270    898,455187850        166,532570603        0,00000000000    
      271    897,065877216        102,510715380        0,00000000000    
      272    834,566919367        96,0540683698        0,00000000000    
      273    779,481521057        95,4894114674        0,00000000000    
      274    722,781214624        101,343817846        0,00000000000    
      275    663,834253522        102,514899916        0,00000000000    
      276    604,576065002        99,1963232481        0,00000000000    
      277    554,987474525        86,5709819221        0,00000000000    
      278    501,141032886        96,6496433079        0,00000000000    
      279    452,490078442        99,6954566825        0,00000000000    
      280    396,217651239        101,844209372        0,00000000000    
      281    336,833257901        104,099795382        0,00000000000    
      282    278,760927021        101,887711018        0,00000000000    
      283    222,146997237        95,5796205661        0,00000000000    
      284    166,021572712        95,7349111442        0,00000000000    
      285    213,068037569        241,363645682        0,00000000000    
      286    213,104363469        758,349914675        0,00000000000    
      287    758,351218763        786,896014764        0,00000000000    
      288    786,896014035        241,648782554        0,00000000000    
      289    149,220815213        378,212223411        0,00000000000    
      290    151,991153507        319,120061830        0,00000000000    
      291    155,634559472        260,646173709        0,00000000000    
      292    139,310317652        444,681294419        0,00000000000    
      293    147,858044310        509,904019581        0,00000000000    
      294    149,655741551        567,700794083        0,00000000000    
      295    150,478770044        623,584301534        0,00000000000    
      296    152,111734999        680,683778067        0,00000000000    
      297    156,217087629        738,940393932        0,00000000000    
      298    371,645442190        846,678830065        0,00000000000    
      299    297,293218681        839,511651312        0,00000000000    
      300    230,418050088        807,031690243        0,00000000000    
      301    442,921480550        858,052736744        0,00000000000    
      302    508,031485059        850,411589029        0,00000000000    
      303    566,814901373        849,713407838        0,00000000000    
      304    623,527449703        849,470865291        0,00000000000    
      305    680,646831277        847,862540720        0,00000000000    
      306    738,930963152        843,776759935        0,00000000000    
      307    846,678894119        628,354518525        0,00000000000    
      308    839,512234961        702,706474548        0,00000000000    
      309    807,033882911        769,580652917        0,00000000000    
      310    858,052726200        557,078504219        0,00000000000    
      311    850,411565078        491,968507629        0,00000000000    
      312    849,713386829        433,185105917        0,00000000000    
      313    849,470851528        376,472562431        0,00000000000    
      314    847,862533476        319,353176351        0,00000000000    
      315    843,776756865        261,069040694        0,00000000000    
      316    627,270443770        154,211863312        0,00000000000    
      317    702,706441341        160,487788805        0,00000000000    
      318    769,580652917        192,966117089        0,00000000000    
      319    557,031422522        141,033772810        0,00000000000    
      320    491,968137212        149,589170060        0,00000000000    
      321    430,435500771        151,990422298        0,00000000000    
      322    368,678386456        156,515461988        0,00000000000    
      323    302,075960506        166,645218825        0,00000000000    
      324    230,508535310        192,975644385        0,00000000000    
      325    145,279951064        140,498519874        0,00000000000    
      326    162,977877953        195,710029003        0,00000000000    
      327    162,331484008        803,615440620        0,00000000000    
      328    145,149679166        858,930734276        0,00000000000    
      329    194,634345225        856,524326881        0,00000000000    
      330    243,955325080        861,111737906        0,00000000000    
      331    803,616357589        837,669108499        0,00000000000    
      332    858,931050280        854,850919263        0,00000000000    
      333    856,525041234        805,365581010        0,00000000000    
      334    861,112436445        756,044364945        0,00000000000    
      335    837,669107820        196,383643581        0,00000000000    
      336    854,850919034        141,068950121        0,00000000000    
      337    805,365579994        143,474959631        0,00000000000    
      338    756,044359770        138,887567156        0,00000000000    
      339    245,535563646        140,169789743        0,00000000000    
      340    194,881519163        143,435193639        0,00000000000    
      341    37,0832073590        37,0825844924        0,00000000000    
      342    962,917415508        37,0828667031        0,00000000000    
      343    962,917133297        962,917415508        0,00000000000    
      344    37,0829376013        962,917133297        0,00000000000    
